,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
13690,juice nectars,baby food formula,31579,1.0326258630285345,331427,10.837584847713927,381617,12.478786027783027,0.09528191728495265,0.08275050639777579,0.0076355117455187554
521,frozen breakfast,instant foods,22133,0.7237438875965215,232311,7.596514989899044,200349,6.551365117068427,0.09527314677307573,0.11047222596568987,0.014542487721354188
2491,ice cream ice,frozen produce,47179,1.5427421891707536,495340,16.19750134559531,521055,17.038375789617564,0.09524568982920821,0.09054514398671924,0.005590068619524564
13676,frozen produce,baby food formula,49628,1.6228239124221826,521055,17.038375789617564,381617,12.478786027783027,0.09524522363282185,0.1300466174200835,0.007632571263003142
4109,tortillas flat bread,refrigerated,18370,0.6006946737969593,192875,6.306967077223109,572424,18.718129992027794,0.09524303305249515,0.03209159643900326,0.005088277145903995
4406,packaged vegetables fruits,energy granola bars,167560,5.479172538999374,1759552,57.53693601898679,455041,14.879733536159073,0.09522878550903867,0.3682305550488857,0.006399898578669051
2087,canned fruit applesauce,cookies cakes,8283,0.2708521493228206,87027,2.8457624048191605,232719,7.609856493813531,0.09517735875073254,0.03559228081935725,0.01250711611028505
1699,fruit vegetable snacks,frozen meals,16650,0.5444510788633301,174940,5.72049680098204,389178,12.726028947139522,0.09517548873899624,0.0427824799962999,0.0074788049857759595
10083,refrigerated,candy chocolate,54476,1.7813523707002263,572424,18.718129992027794,298528,9.76179529555028,0.09516721870501589,0.18248204523528785,0.009748946359118589
4871,canned fruit applesauce,soy lactosefree,8281,0.27078674979382794,87027,2.8457624048191605,634898,20.7610150791694,0.09515437737713582,0.01304303998437544,0.004583320084026581
12319,bulk grains rice dried goods,oils vinegars,1634,0.05343141518694782,17173,0.5615530556948929,243648,7.9672322199935515,0.09514936237116403,0.006706396112424481,0.011942586803531257
13243,eggs,fresh dips tapenades,42832,1.4005963129053545,450178,14.720714581413585,354614,11.595794287089545,0.09514458725215359,0.12078485338988308,0.00820509444170505
2883,canned fruit applesauce,other creams cheeses,8276,0.2706232509713465,87027,2.8457624048191605,307168,10.044321260798279,0.09509692394314408,0.026942910719866653,0.009467730220288293
2415,packaged meat,crackers,3192,0.10437764827217713,33581,1.0980907915501192,457258,14.95222891404736,0.09505375063279829,0.006980741725677845,0.006357162612959794
3823,coffee,lunch meat,19456,0.6362066180399368,204738,6.694884383442671,394101,12.887009887754788,0.09502876847483124,0.049368055396966766,0.007373996706957399
772,cookies cakes,soft drinks,22112,0.7230571925420993,232719,7.609856493813531,351800,11.503777149796967,0.09501587751752114,0.0628538942581012,0.00825953739195983
4125,honeys syrups nectars,refrigerated,6322,0.20672791114558392,66540,2.1758423295835425,572424,18.718129992027794,0.09501051998797715,0.011044260897516528,0.0050758553353589765
2409,honeys syrups nectars,crackers,6320,0.20666251161659135,66540,2.1758423295835425,457258,14.95222891404736,0.094980462879471,0.013821518704976186,0.0063522611528665455
6331,diapers wipes,cleaning products,2296,0.07507865928349584,24184,0.7908111045784249,117406,3.83914855045214,0.09493880251405888,0.01955607038822547,0.024729129718848167
2342,laundry,crackers,8848,0.28932751626322784,93224,3.0484028454027072,457258,14.95222891404736,0.09491118166995623,0.019350126186966656,0.006347627649065005
2750,canned fruit applesauce,canned jarred vegetables,8257,0.2700019554459169,87027,2.8457624048191605,296478,9.694760778332874,0.09487860089397543,0.027850295806096912,0.009786585049733522
5292,soup broth bouillon,milk,32789,1.0721925780690529,345630,11.302019602854822,883960,28.9052838241459,0.09486734369123051,0.03709330738947464,0.0032820069945821975
1223,packaged cheese,soup broth bouillon,92657,3.0298620789333075,976939,31.945675227247012,345630,11.302019602854822,0.09484420214568157,0.2680814744090501,0.00839179239449598
1088,bread,hot dogs bacon sausage,55261,1.8070216858298187,582711,19.054512469401192,304295,9.950374837400421,0.09483431752618367,0.1816033783006622,0.00953072814601219
1491,packaged cheese,cereal,92619,3.0286194878824486,976939,31.945675227247012,376194,12.301455204919614,0.09480530514187684,0.2462000988851497,0.007706836594743862
511,frozen appetizers sides,instant foods,18386,0.6012178700289,194043,6.345160402154784,200349,6.551365117068427,0.09475219410130743,0.0917698615915228,0.014462969535074041
11858,coffee,cream,19398,0.6343100316991517,204738,6.694884383442671,315485,10.316285202113974,0.09474547958854732,0.061486283024549504,0.009184069433164995
1394,body lotions soap,cereal,3835,0.12540359684329552,40478,1.3236210672810733,376194,12.301455204919614,0.09474282326201887,0.010194208307415853,0.007701757368033109
1751,packaged meat,frozen meals,3181,0.10401795086271788,33581,1.0980907915501192,389178,12.726028947139522,0.09472618444953991,0.008173637769863662,0.007443499055597534
1726,hot dogs bacon sausage,frozen meals,28816,0.9422764137252684,304295,9.950374837400421,389178,12.726028947139522,0.09469757965132519,0.07404323985425693,0.007441251316076154
1194,tortillas flat bread,soup broth bouillon,18251,0.5968034018219001,192875,6.306967077223109,345630,11.302019602854822,0.09462605314322749,0.05280502271214882,0.008372490622766706
13213,frozen breads doughs,fresh dips tapenades,3792,0.12399750696995479,40077,1.3105084617180587,354614,11.595794287089545,0.09461786061830975,0.010693317240718075,0.008159670504301272
4115,hot cereal pancake mixes,refrigerated,14921,0.48791318604923406,157717,5.1573087570623315,572424,18.718129992027794,0.0946061616693191,0.026066342431484358,0.005054252839873034
4020,skin care,refrigerated,956,0.031260974858459065,10109,0.3305619192930573,572424,18.718129992027794,0.09456919576614896,0.001670090701997121,0.00505227796828138
1259,more household,paper goods,1626,0.05316981707097746,17194,0.5622397507493151,240785,7.873612794240656,0.09456787251366758,0.006752912349191188,0.01201073446015043
4199,salad dressing toppings,bread,9375,0.3065602921527759,99143,3.2419527514562843,582711,19.054512469401192,0.09456038247783503,0.016088592801577456,0.004962624083386306
2514,popcorn jerky,frozen produce,15314,0.5007641934962784,162022,5.298081243218887,521055,17.038375789617564,0.09451802841589413,0.029390371457907512,0.005547361414195903
3446,frozen breakfast,spreads,21956,0.717956029280677,232311,7.596514989899044,288170,9.423091134897646,0.09451123709165728,0.0761911371759725,0.01002974880945836
4077,asian foods,refrigerated,15703,0.5134844018853376,166161,5.4334255684690556,572424,18.718129992027794,0.09450472734275793,0.027432462650063594,0.0050488337981950265
12825,granola,tea,9612,0.3143101363383981,101724,3.3263508436212246,248088,8.112419174357106,0.09449097558098384,0.03874431653284319,0.011647693930765365
2931,preserved dips spreads,other creams cheeses,10242,0.3349109879710646,108461,3.546649157032771,307168,10.044321260798279,0.0944302560367321,0.03334331701218877,0.009401357601461982
4877,prepared meals,soy lactosefree,9283,0.30355191381911667,98308,3.214648448101877,634898,20.7610150791694,0.09442771697115189,0.01462124624742872,0.004548318885712679
13625,tofu meat alternatives,baby food formula,12194,0.3987409282678346,129151,4.223207284461138,381617,12.478786027783027,0.09441661311178387,0.03195350311961993,0.007566169730098165
2881,frozen dessert,other creams cheeses,1813,0.05928467303178483,19208,0.6280970764448555,307168,10.044321260798279,0.09438775510204082,0.005902307532034587,0.009397126261823617
6870,dish detergents,laundry,8923,0.29177999860045006,94537,3.0913376361863443,93224,3.0484028454027072,0.0943863249309794,0.09571569552904831,0.030962549806474334
4356,frozen appetizers sides,energy granola bars,18312,0.5987980874561741,194043,6.345160402154784,455041,14.879733536159073,0.09437083533031337,0.04024252759641439,0.006342239604021394
2463,breakfast bars pastries,frozen produce,6744,0.22052721176302087,71497,2.337935062191682,521055,17.038375789617564,0.09432563604067304,0.012942971471341795,0.0055360697055496875
4066,frozen dessert,refrigerated,1811,0.05921927350279224,19208,0.6280970764448555,572424,18.718129992027794,0.09428363182007497,0.003163738767067769,0.0050370219600051475
13212,breakfast bakery,fresh dips tapenades,23562,0.7704718510617287,249949,8.173273436084713,354614,11.595794287089545,0.09426723051502507,0.0664440772219935,0.008129432808236322
4322,prepared soups salads,energy granola bars,6730,0.22006941506007272,71422,2.33548257985446,455041,14.879733536159073,0.09422866903755145,0.014789876077100743,0.006332685246585056
13048,trail mix snack mix,fruit vegetable snacks,3297,0.10781112354428823,34993,1.1442628590188895,174940,5.72049680098204,0.09421884376875374,0.018846461643992226,0.016470395325206572
13239,bread,fresh dips tapenades,54893,1.7949881724951817,582711,19.054512469401192,354614,11.595794287089545,0.09420278663007908,0.15479648293637588,0.008123875285970018
731,body lotions soap,soft drinks,3813,0.12468420202437702,40478,1.3236210672810733,351800,11.503777149796967,0.09419931814812986,0.010838544627629334,0.00818855554323672
13675,frozen breads doughs,baby food formula,3775,0.12344161097351776,40077,1.3105084617180587,381617,12.478786027783027,0.09419367717144496,0.00989211696543917,0.007548304535531758
13703,packaged vegetables fruits,baby food formula,165703,5.418449076329752,1759552,57.53693601898679,381617,12.478786027783027,0.09417340322991306,0.4342128364302429,0.007546679862948483
4893,pickled goods olives,soy lactosefree,10581,0.345996208135309,112381,3.6748322338582518,634898,20.7610150791694,0.0941529262063872,0.016665669131104524,0.004535082983531749
5218,indian foods,milk,1495,0.04888614792196267,15879,0.5192395604366857,883960,28.9052838241459,0.0941495056363751,0.0016912529978732069,0.0032571728480219153
1136,missing,soup broth bouillon,6491,0.21225417134545796,68958,2.254910360135586,345630,11.302019602854822,0.09412976014385568,0.01878019847814136,0.008328578736501138
4050,soap,refrigerated,6009,0.19649288485824326,63851,2.087912662853002,572424,18.718129992027794,0.09410972420165699,0.010497463418724585,0.005027731095026004
13648,dish detergents,baby food formula,8896,0.2908971049590501,94537,3.0913376361863443,381617,12.478786027783027,0.0941007224684515,0.02331133047007864,0.00754085551743124
4123,butter,refrigerated,23788,0.7778619978378916,252881,8.269149145587853,572424,18.718129992027794,0.09406796081951589,0.04155660838818778,0.005025499922245449
2832,kosher foods,other creams cheeses,1103,0.036067840239414596,11734,0.3836990365995384,307168,10.044321260798279,0.09400034088972217,0.0035908688405042193,0.009358555789786779
687,packaged meat,ice cream ice,3153,0.1031023574568216,33581,1.0980907915501192,495340,16.19750134559531,0.09389237961942766,0.006365324827391287,0.005796719976501833
1200,hot cereal pancake mixes,soup broth bouillon,14807,0.48418541289665634,157717,5.1573087570623315,345630,11.302019602854822,0.09388334802209021,0.042840609900760926,0.008306776250713266
3180,frozen breakfast,dry pasta,21810,0.7131818636642179,232311,7.596514989899044,266292,8.70768568724768,0.09388276921884886,0.08190257311522689,0.01078159830187018
3733,soy lactosefree,nuts seeds dried fruit,59601,1.9489386637437438,634898,20.7610150791694,304372,9.952892719266636,0.0938749216409565,0.19581630373358916,0.009431923390396349
2791,tortillas flat bread,canned jarred vegetables,18106,0.5920619359699372,192875,6.306967077223109,296478,9.694760778332874,0.09387427090084254,0.061070298639359415,0.0096829899207668
13240,packaged cheese,fresh dips tapenades,91703,2.998666503603841,976939,31.945675227247012,354614,11.595794287089545,0.0938676826291099,0.2585994912778401,0.008094976532450195
4214,marinades meat preparation,bread,5846,0.191162823245347,62356,2.0390265149310394,582711,19.054512469401192,0.09375200461864136,0.010032417441922327,0.004920199599396395
4242,fresh herbs,bread,35342,1.1556750768280968,377003,12.327909314397118,582711,19.054512469401192,0.09374461211183996,0.06065099165795739,0.0049198116331960915
2398,packaged poultry,crackers,11046,0.3612015986260867,117846,3.85353644683051,457258,14.95222891404736,0.0937324983452981,0.024157040445437806,0.006268797707961657
5158,soup broth bouillon,water seltzer sparkling water,32394,1.0592761710930159,345630,11.302019602854822,826611,27.029985030047815,0.09372450308132974,0.039188929254510285,0.0034674271175933373
756,frozen dessert,soft drinks,1800,0.05885957609333297,19208,0.6280970764448555,351800,11.503777149796967,0.09371095376926279,0.005116543490619669,0.008146103018947713
589,kitchen supplies,ice cream ice,850,0.027794799821851682,9073,0.2966849632748945,495340,16.19750134559531,0.09368455858040338,0.0017159930552751645,0.0057838895383626335
1110,cocoa drink mixes,soup broth bouillon,1975,0.0645820348801848,21083,0.6894091348754106,345630,11.302019602854822,0.09367737039320781,0.005714203049503804,0.008288551399215896
1753,fresh dips tapenades,frozen meals,33219,1.08625347680246,354614,11.595794287089545,389178,12.726028947139522,0.09367650459372727,0.08535682900883401,0.007361016149093648
1961,latino foods,spices seasonings,7009,0.22919264935453934,74841,2.4472830746672964,211542,6.917373581075468,0.09365187530898837,0.03313290032239461,0.013538646454660323
4938,other creams cheeses,soy lactosefree,28766,0.9406414255004535,307168,10.044321260798279,634898,20.7610150791694,0.09364907802896136,0.045308065232525535,0.004510814026763283
2039,ice cream toppings,cookies cakes,1046,0.03420395366312572,11170,0.36525636942362744,232719,7.609856493813531,0.0936436884512086,0.004494691022219931,0.012305578761877661
1459,hot dogs bacon sausage,cereal,28486,0.9314854914414906,304295,9.950374837400421,376194,12.301455204919614,0.09361310570334708,0.07572156919036455,0.007609921277111118
625,trash bags liners,ice cream ice,2958,0.09672590338004386,31602,1.0333779576119493,495340,16.19750134559531,0.09360167078033037,0.005971655832357573,0.00577877221820908
2359,latino foods,crackers,7005,0.22906185029655415,74841,2.4472830746672964,457258,14.95222891404736,0.0935984286687778,0.01531957888106933,0.006259831173454259
1387,plates bowls cups flatware,cereal,3996,0.13066825892719922,42697,1.3961818446983545,376194,12.301455204919614,0.09358971356301381,0.010622178982120927,0.007608019702058118
2910,canned jarred vegetables,other creams cheeses,27745,0.9072549659497352,296478,9.694760778332874,307168,10.044321260798279,0.09358198584717922,0.09032516407959162,0.009316904887582392
13177,latino foods,fresh dips tapenades,7003,0.2289964507675616,74841,2.4472830746672964,354614,11.595794287089545,0.09357170534867251,0.019748233290281827,0.00806945199544052
3060,frozen produce,canned meals beans,48750,1.594113519194435,521055,17.038375789617564,269952,8.827366825304123,0.09356018078705702,0.18058766002844953,0.010598877631193679
11415,other creams cheeses,breakfast bakery,28733,0.9395623332720757,307168,10.044321260798279,249949,8.173273436084713,0.09354164496301698,0.11495545091198604,0.011444820205088689
325,refrigerated pudding desserts,juice nectars,3518,0.11503777149796968,37614,1.2299689417636814,331427,10.837584847713927,0.09352900515765407,0.01061470550075884,0.008630059784711444
12777,cold flu allergy,tea,2414,0.07893723149405878,25812,0.8440463211783948,248088,8.112419174357106,0.0935223926855726,0.009730418238689498,0.011528298855807594
3444,cereal,spreads,35177,1.1502796156862078,376194,12.301455204919614,288170,9.423091134897646,0.0935076051186356,0.1220703057223167,0.009923241087241302
1462,tortillas flat bread,cereal,18034,0.5897075529262039,192875,6.306967077223109,376194,12.301455204919614,0.09350097213221001,0.04793803197286507,0.00760080580505768
5321,preserved dips spreads,milk,10139,0.33154291222794613,108461,3.546649157032771,883960,28.9052838241459,0.09348060593208618,0.011469976017014343,0.003234031760449194
4193,baby accessories,bread,759,0.02481912125268874,8120,0.2655220877099243,582711,19.054512469401192,0.0934729064039409,0.001302532473215711,0.004905552244070529
1267,muscles joints pain relief,paper goods,1712,0.05598199681765892,18316,0.5989288865141593,240785,7.873612794240656,0.09347018999781612,0.007110077454990967,0.011871321646168217
2763,instant foods,canned jarred vegetables,18724,0.6122703904286481,200349,6.551365117068427,296478,9.694760778332874,0.09345691767865075,0.06315477033709077,0.009639940563311326
654,canned meals beans,ice cream ice,25222,0.8247534601255802,269952,8.827366825304123,495340,16.19750134559531,0.09343142484589853,0.050918560988412,0.005768261588773132
2956,eggs,other creams cheeses,42056,1.3752212956562286,450178,14.720714581413585,307168,10.044321260798279,0.09342082465158226,0.1369153036774664,0.009300859881512549
11325,breakfast bars pastries,breakfast bakery,6679,0.21840172707076164,71497,2.337935062191682,249949,8.173273436084713,0.09341650698630713,0.026721451176039912,0.011429509573713336
2456,diapers wipes,frozen produce,2259,0.07386876799713288,24184,0.7908111045784249,521055,17.038375789617564,0.09340886536553092,0.004335434838932549,0.005482263480915251
4056,fresh pasta,refrigerated,3423,0.11193129387082154,36646,1.1983155697312668,572424,18.718129992027794,0.0934071931452273,0.005979833130686345,0.0049901989774090785
4237,grains rice dried goods,bread,13430,0.43915783718525664,143790,4.701899136922416,582711,19.054512469401192,0.09340009736421172,0.02304744547468643,0.004901731152355582
3192,frozen breads doughs,dry pasta,3742,0.12236251874514,40077,1.3105084617180587,266292,8.70768568724768,0.09337026224517803,0.014052243401979782,0.010722741449191012
5282,asian foods,milk,15513,0.5072714466310414,166161,5.4334255684690556,883960,28.9052838241459,0.09336125805694478,0.017549436626091677,0.0032299028310857087
2115,popcorn jerky,cookies cakes,15122,0.49448583871298957,162022,5.298081243218887,232719,7.609856493813531,0.09333300415992889,0.06497965357362312,0.012264752198126784
4839,refrigerated pudding desserts,soy lactosefree,3510,0.1147761733819993,37614,1.2299689417636814,634898,20.7610150791694,0.09331631839208805,0.005528447089138727,0.004494785926229452
1453,dry pasta,cereal,24849,0.8125564479684617,266292,8.70768568724768,376194,12.301455204919614,0.09331485737461133,0.06605368506674747,0.007585676313912253
4909,hot dogs bacon sausage,soy lactosefree,28395,0.9285098128723277,304295,9.950374837400421,634898,20.7610150791694,0.09331405379648039,0.04472371940059663,0.004494676846996138
3719,crackers,nuts seeds dried fruit,42617,1.3935658635386508,457258,14.95222891404736,304372,9.952892719266636,0.09320121244461552,0.1400161644303681,0.009364233602578499
3866,soy lactosefree,lunch meat,59173,1.9349431645393291,634898,20.7610150791694,394101,12.887009887754788,0.09320079760843475,0.15014678978231472,0.007232150702157369
4899,popcorn jerky,soy lactosefree,15093,0.493537545542597,162022,5.298081243218887,634898,20.7610150791694,0.09315401612126747,0.02377232248329653,0.004486968280020841
1718,canned meals beans,frozen meals,25144,0.8222028784948691,269952,8.827366825304123,389178,12.726028947139522,0.09314248458985301,0.06460796859020808,0.007319053333662973
1150,salad dressing toppings,soup broth bouillon,9231,0.3018515260653093,99143,3.2419527514562843,345630,11.302019602854822,0.0931079350029755,0.026707751063275754,0.008238167891644516
1872,spreads,baking ingredients,26823,0.8771057830841502,288170,9.423091134897646,325130,10.63167443068075,0.09308047333171392,0.08249930796912004,0.008755015396549718
3751,dog food care,lunch meat,3162,0.10339665533728826,33976,1.1110071985261563,394101,12.887009887754788,0.09306569343065693,0.008023323970251281,0.007221666953098854
5104,kitchen supplies,water seltzer sparkling water,844,0.027598601234873905,9073,0.2966849632748945,826611,27.029985030047815,0.09302325581395347,0.0010210364972157398,0.0034414838080947664
2372,other,crackers,3338,0.10915181388863636,35884,1.1733983491850892,457258,14.95222891404736,0.09302195964775385,0.007300036303356091,0.006221277120788416
2503,paper goods,frozen produce,22398,0.7324093251880399,240785,7.873612794240656,521055,17.038375789617564,0.09302074464771476,0.04298586521576416,0.005459484272227256
3195,packaged poultry,dry pasta,10962,0.3584548184083978,117846,3.85353644683051,266292,8.70768568724768,0.0930197036810753,0.04116533729890496,0.010682482926238567
3218,bread,dry pasta,54196,1.7721964366412633,582711,19.054512469401192,266292,8.70768568724768,0.09300665338392446,0.20352094693043726,0.010680984216062344
5307,condiments,milk,20590,0.6732881509787366,221399,7.239695159715459,883960,28.9052838241459,0.09299951670965091,0.02329290918141092,0.003217388117530407
599,cleaning products,ice cream ice,10918,0.35701602877056077,117406,3.83914855045214,495340,16.19750134559531,0.09299354377118714,0.0220414260911697,0.005741227723155922
5136,salad dressing toppings,water seltzer sparkling water,9219,0.30145912889135373,99143,3.2419527514562843,826611,27.029985030047815,0.09298689771340386,0.011152767141980931,0.00344013870559067
2353,trash bags liners,crackers,2937,0.09603920832562164,31602,1.0333779576119493,457258,14.95222891404736,0.09293715587621038,0.006423069689322002,0.006215605473301544
5179,fresh herbs,water seltzer sparkling water,35027,1.1453746510117635,377003,12.327909314397118,826611,27.029985030047815,0.0929090749940982,0.042374224393336164,0.0034372595800854517
7707,laundry,dish detergents,8661,0.28321266030242054,93224,3.0484028454027072,94537,3.0913376361863443,0.09290526044795333,0.09161492325756054,0.030053417446360444
5153,baking ingredients,water seltzer sparkling water,30203,0.9876309870816311,325130,10.63167443068075,826611,27.029985030047815,0.09289514963245472,0.03653834754195141,0.003436744398089309
260,buns rolls,frozen appetizers sides,10442,0.34145094087032385,112412,3.6758459265576366,194043,6.345160402154784,0.09289043874319468,0.053812814685404775,0.014639572974648452
3839,pasta sauce,lunch meat,20242,0.6619086329340256,218021,7.129235355246971,394101,12.887009887754788,0.09284426729535228,0.05136246799678255,0.007204484834264985
4112,frozen produce,refrigerated,48365,1.581524109863361,521055,17.038375789617564,572424,18.718129992027794,0.09282129525673874,0.08449156569256358,0.004958897886502129
5127,fresh pasta,water seltzer sparkling water,3401,0.11121189905190304,36646,1.1983155697312668,826611,27.029985030047815,0.09280685477269007,0.004114389960936886,0.0034334778457894657
3462,hot cereal pancake mixes,spreads,14637,0.478626452932286,157717,5.1573087570623315,288170,9.423091134897646,0.09280546802183659,0.050792934726029776,0.009848728691388661
368,fruit vegetable snacks,juice nectars,16227,0.5306190784813968,174940,5.72049680098204,331427,10.837584847713927,0.09275751686292442,0.04896100800477933,0.008558873417493071
587,hair care,ice cream ice,2957,0.09669320361554756,31883,1.0425665914354085,495340,16.19750134559531,0.09274535018661982,0.005969637016998425,0.005725904768135158
1888,soy lactosefree,baking ingredients,58882,1.925427533070907,634898,20.7610150791694,325130,10.63167443068075,0.09274245626856598,0.18110294343800942,0.008723221997932046
1061,breakfast bakery,hot dogs bacon sausage,23175,0.7578170422016621,249949,8.173273436084713,304295,9.950374837400421,0.09271891465859036,0.07615964771028115,0.009318132851647785
610,oral hygiene,ice cream ice,5887,0.19250351358969514,63501,2.076467745279299,495340,16.19750134559531,0.0927072014613943,0.011884766019299876,0.005723549545288648
2231,instant foods,pasta sauce,18573,0.6073327259897074,200349,6.551365117068427,218021,7.129235355246971,0.09270323285866164,0.08518904142261527,0.01300325045243933
4090,pickled goods olives,refrigerated,10417,0.34063344675791646,112381,3.6748322338582518,572424,18.718129992027794,0.09269360479084543,0.018198048998644367,0.004952076133156699
3829,cereal,lunch meat,34870,1.140240787985845,376194,12.301455204919614,394101,12.887009887754788,0.09269153681345263,0.08847985668648392,0.007192633327730117
236,instant foods,frozen appetizers sides,18566,0.6071038276382333,200349,6.551365117068427,194043,6.345160402154784,0.09266829382727142,0.09567982354426595,0.01460456284064966
13842,missing,fresh herbs,6389,0.20891879536683575,68958,2.254910360135586,377003,12.327909314397118,0.09265059891528177,0.01694681474683225,0.007515515936435385
1756,milk,frozen meals,81881,2.6774894167212206,883960,28.9052838241459,389178,12.726028947139522,0.09262975700257929,0.21039472940402593,0.007278763657330831
13810,kosher foods,fresh herbs,1086,0.035511944242977565,11734,0.3836990365995384,377003,12.327909314397118,0.09255155957047896,0.0028806136821192406,0.007507482186163784
3789,frozen meals,lunch meat,36013,1.1776166188051114,389178,12.726028947139522,394101,12.887009887754788,0.09253606318959448,0.09138012844423131,0.007180568960183858
4926,butter,soy lactosefree,23400,0.7651744892133286,252881,8.269149145587853,634898,20.7610150791694,0.09253364230606491,0.03685631392759152,0.004457086609358937
1732,frozen produce,frozen meals,48203,1.5762267480149608,521055,17.038375789617564,389178,12.726028947139522,0.09251038757904635,0.12385849148718582,0.007269383714535733
875,frozen meals,frozen pizza,35998,1.177126122337667,389178,12.726028947139522,161746,5.289056108217909,0.09249752041482305,0.22255882680251754,0.017488474034356407
13929,packaged cheese,fresh herbs,90337,2.9539986253019004,976939,31.945675227247012,377003,12.327909314397118,0.09246943770286578,0.2396187828744068,0.007500820726745254
4034,plates bowls cups flatware,refrigerated,3948,0.129098670231377,42697,1.3961818446983545,572424,18.718129992027794,0.09246551279949411,0.0068969854513437606,0.004939890514644141
7028,facial care,oral hygiene,1110,0.036296738590888666,12015,0.3928876704229976,63501,2.076467745279299,0.09238451935081149,0.017480039684414417,0.04449118921343281
4903,dry pasta,soy lactosefree,24593,0.8041853082574099,266292,8.70768568724768,634898,20.7610150791694,0.09235350667688101,0.038735355915438384,0.004448409980181752
13181,fruit vegetable snacks,fresh dips tapenades,16154,0.5282319956731671,174940,5.72049680098204,354614,11.595794287089545,0.09234023093632102,0.045553757042869146,0.007963251904108909
3016,canned fruit applesauce,canned meals beans,8035,0.26274260772773916,87027,2.8457624048191605,269952,8.827366825304123,0.09232766842474176,0.029764550734945477,0.010459253620239221
4917,packaged poultry,soy lactosefree,10879,0.3557407379552052,117846,3.85353644683051,634898,20.7610150791694,0.09231539466761705,0.01713503586402855,0.004446574231345838
4211,asian foods,bread,15339,0.5015816876086858,166161,5.4334255684690556,582711,19.054512469401192,0.09231408092151588,0.02632351199822897,0.004844735915954765
223,canned fruit applesauce,frozen appetizers sides,8033,0.26267720819874657,87027,2.8457624048191605,194043,6.345160402154784,0.09230468705114506,0.04139804064047659,0.014547258256828127
708,dog food care,soft drinks,3136,0.10254646146038457,33976,1.1110071985261563,351800,11.503777149796967,0.09230044737461737,0.008914155770324048,0.008023490560771722
4344,asian foods,energy granola bars,15335,0.5014508885507006,166161,5.4334255684690556,455041,14.879733536159073,0.09229000788391982,0.03370025997657354,0.006202396545586446
1754,soy lactosefree,frozen meals,58560,1.9148982089030997,634898,20.7610150791694,389178,12.726028947139522,0.09223528818802391,0.15047099270770703,0.007247766649843742
5124,doughs gelatins bake mixes,water seltzer sparkling water,9762,0.3192151010128425,105845,3.4611065731104604,826611,27.029985030047815,0.09222920307997544,0.011809666215426604,0.0034121070721071086
5256,missing,milk,6359,0.2079378024319469,68958,2.254910360135586,883960,28.9052838241459,0.09221555149511299,0.00719376442372958,0.003190266252223447
4848,breakfast bars pastries,soy lactosefree,6593,0.21558954732408017,71497,2.337935062191682,634898,20.7610150791694,0.09221365931437683,0.010384345201906448,0.004441673924070291
2952,bread,other creams cheeses,53681,1.7553560579256708,582711,19.054512469401192,307168,10.044321260798279,0.09212285335269114,0.17476104281696012,0.00917163549041736
774,paper goods,soft drinks,22178,0.7252153769988549,240785,7.873612794240656,351800,11.503777149796967,0.09210706647008741,0.06304150085275725,0.008006680351219516
2325,body lotions soap,crackers,3728,0.12190472204219185,40478,1.3236210672810733,457258,14.95222891404736,0.0920994120262859,0.008152946476606205,0.006159577448667877
3774,energy sports drinks,lunch meat,9433,0.3084568784935611,102465,3.3505813691129793,394101,12.887009887754788,0.09206070365490657,0.023935488618399857,0.007143682239460566
4860,frozen meals,soy lactosefree,35802,1.170716968496393,389178,12.726028947139522,634898,20.7610150791694,0.09199389482447622,0.05639016030921502,0.004431088483567378
5263,laundry,milk,8572,0.28030238126225016,93224,3.0484028454027072,883960,28.9052838241459,0.09195057066849739,0.009697271369745237,0.003181099041542256
4889,frozen pizza,soy lactosefree,14872,0.48631089758891555,161746,5.289056108217909,634898,20.7610150791694,0.09194663237421635,0.023424235073980386,0.004428811983594731
4185,missing,bread,6337,0.2072184076130284,68958,2.254910360135586,582711,19.054512469401192,0.09189651672032254,0.01087503067558361,0.004822821726239133
1311,soft drinks,paper goods,32327,1.057085286871764,351800,11.503777149796967,240785,7.873612794240656,0.09189027856736783,0.13425670203708703,0.01167066262574954
4247,nuts seeds dried fruit,bread,27956,0.9141546162584536,304372,9.952892719266636,582711,19.054512469401192,0.09184813320541968,0.0479757547051626,0.004820282510660642
1735,hot cereal pancake mixes,frozen meals,14485,0.473656088728849,157717,5.1573087570623315,389178,12.726028947139522,0.09184171649219806,0.037219472837621864,0.007216840137145977
579,beauty,ice cream ice,563,0.018409967411414704,6131,0.20048225612679138,495340,16.19750134559531,0.09182841298320013,0.001136593047199903,0.005669294974818546
1641,spirits,frozen meals,2497,0.08165131194725135,27197,0.889335495005765,389178,12.726028947139522,0.09181159686730153,0.006416087240285936,0.007214473363895527
13704,seafood counter,baby food formula,2703,0.08838746343348836,29443,0.9627791660644459,381617,12.478786027783027,0.09180450361715858,0.007083017790087969,0.007356845723034529
5295,pickled goods olives,milk,10317,0.33736347030828684,112381,3.6748322338582518,883960,28.9052838241459,0.09180377465941751,0.011671342594687542,0.0031760205233732955
4287,skin care,energy granola bars,928,0.03034538145256278,10109,0.3305619192930573,455041,14.879733536159073,0.09179938668513206,0.0020393766715526736,0.006169424100374607
